0.000000,3.188352
0.010000,3.183255
0.020000,3.180706
0.030000,3.180706
0.040000,3.185803
0.050000,3.170512
0.060000,3.180706
0.070000,3.178158
0.080000,3.178158
0.090000,3.175609
0.100000,3.188352
0.110000,3.175609
0.120000,3.178158
0.130000,3.175609
0.140000,3.175609
0.150000,3.173061
0.160000,3.180706
0.170000,3.180706
0.180000,3.180706
0.190000,3.183255
0.200000,3.178158
0.210000,3.188352
0.220000,3.183255
0.230000,3.188352
0.240000,3.188352
0.250000,3.188352
0.260000,3.173061
0.270000,3.178158
0.280000,3.188352
0.290000,3.185803
0.300000,3.188352
0.310000,3.180706
0.320000,3.183255
0.330000,3.180706
0.340000,3.178158
0.350000,3.180706
0.360000,3.180706
0.370000,3.180706
0.380000,3.175609
0.390000,3.188352
0.400000,3.183255
0.410000,3.173061
0.420000,3.180706
0.430000,3.188352
0.440000,3.185803
0.450000,3.173061
0.460000,3.175609
0.470000,3.183255
0.480000,3.178158
0.490000,3.180706
0.500000,3.180706
0.510000,3.178158
0.520000,3.178158
0.530000,3.180706
0.540000,3.175609
0.550000,3.178158
0.560000,3.188352
0.570000,3.180706
0.580000,3.180706
0.590000,3.180706
0.600000,3.180706
0.610000,3.180706
0.620000,3.178158
0.630000,3.188352
0.640000,3.175609
0.650000,3.180706
0.660000,3.178158
0.670000,3.173061
0.680000,3.173061
0.690000,3.180706
0.700000,3.178158
0.710000,3.188352
0.720000,3.175609
0.730000,3.173061
0.740000,3.180706
0.750000,3.183255
0.760000,3.178158
0.770000,3.175609
0.780000,3.180706
0.790000,3.180706
0.800000,3.175609
0.810000,3.180706
0.820000,3.178158
0.830000,3.178158
0.840000,3.178158
0.850000,3.175609
0.860000,3.188352
0.870000,3.183255
0.880000,3.180706
0.890000,3.178158
0.900000,3.188352
0.910000,3.178158
0.920000,3.180706
0.930000,3.175609
0.940000,3.188352
0.950000,3.178158
0.960000,3.183255
0.970000,3.178158
0.980000,3.185803
0.990000,3.180706
1.000000,3.188352
1.010000,3.180706
1.020000,3.178158
1.030000,3.188352
1.040000,3.180706
1.050000,3.178158
1.060000,3.175609
1.070000,3.173061
1.080000,3.180706
1.090000,3.188352
1.100000,3.180706
1.110000,3.180706
1.120000,3.183255
1.130000,3.180706
1.140000,3.170512
1.150000,3.178158
1.160000,3.180706
1.170000,3.180706
1.180000,3.188352
1.190000,3.173061
1.200000,3.180706
1.210000,3.178158
1.220000,3.180706
1.230000,3.185803
1.240000,3.180706
1.250000,3.173061
1.260000,3.180706
1.270000,3.180706
1.280000,3.180706
1.290000,3.178158
1.300000,3.178158
1.310000,3.175609
1.320000,3.188352
1.330000,3.188352
1.340000,3.173061
